symbol,market,date,gap_type,gap_size,vol_ratio,vol_confirmed,makes_new_high,fast_filled,unfilled_10d,excess10,excess20,excess60,post20,post60
ARM,us,2025-04-04,down,0.02,2.58,True,False,False,False,0.087,0.2751,0.5314,0.2062,0.3975
ARM,us,2025-04-23,up,0.0277,0.86,False,False,False,True,0.1329,0.1519,0.3619,-0.0137,-0.0004
ARM,us,2025-05-12,up,0.0209,1.46,False,True,False,True,0.0593,0.0923,-0.0015,0.1443,-0.0834
ARM,us,2025-05-23,down,0.0101,0.54,False,False,False,False,0.0544,0.179,-0.0738,0.0242,-0.1082
ARM,us,2025-05-27,up,0.0162,0.98,False,False,True,False,0.0296,0.1443,-0.0834,0.0155,-0.0939
ARM,us,2025-07-31,down,0.0766,4.24,True,False,False,False,-0.0262,-0.0183,0.1329,0.0525,0.0409
ARM,us,2025-09-02,down,0.0176,1.5,True,False,False,False,0.1317,0.0258,-0.064,0.0869,-0.1248
ARM,us,2025-11-04,down,0.0132,0.7,False,False,False,False,-0.1312,-0.1468,-0.3676,-0.1749,-0.1048
ARM,us,2025-11-11,down,0.01,0.92,False,False,False,False,-0.1105,-0.0616,-0.1869,-0.1771,-0.0464
ARM,us,2025-12-11,down,0.0124,1.28,False,False,False,False,-0.1946,-0.1953,-0.1021,0.0343,0.4703
ARM,us,2025-12-15,down,0.0128,2.07,True,False,False,False,-0.1208,-0.173,-0.0451,-0.0322,0.3746
ARM,us,2026-01-02,up,0.011,1.47,False,False,False,False,-0.0904,-0.0859,0.364,0.2123,0.4916
ARM,us,2026-01-22,up,0.0117,2.35,True,True,True,False,-0.0533,0.0529,0.4375,0.0393,0.7707
ARM,us,2026-03-17,up,0.011,1.53,True,False,False,True,0.2161,0.2053,1.5853,0.2391,1.0858
ARM,us,2026-03-25,up,0.0546,4.85,True,True,False,False,-0.0815,0.2241,1.4595,0.348,
ARM,us,2026-03-27,down,0.0104,1.46,False,False,False,False,0.0113,0.3699,1.332,0.2719,
ASML,us,2018-01-16,up,0.0209,1.89,True,True,False,True,0.057,0.0335,0.1426,0.0117,0.0283
ASML,us,2018-01-17,up,0.0332,3.39,True,True,False,True,0.0108,-0.0035,0.0804,-0.004,0.0038
ASML,us,2018-06-05,up,0.0163,1.05,False,True,False,False,-0.021,-0.0744,-0.0762,0.0367,-0.1729
ASML,us,2018-06-13,up,0.0117,1.57,True,True,False,False,-0.066,-0.0768,-0.1929,0.0654,-0.1172
ASML,us,2018-06-18,down,0.0118,0.93,False,False,False,False,-0.0581,-0.0462,-0.2147,0.0612,-0.1041
ASML,us,2018-06-19,down,0.0101,1.2,False,False,False,False,-0.0546,0.0367,-0.1729,0.0804,-0.0922
ASML,us,2018-06-25,down,0.0128,1.52,True,False,False,False,-0.015,0.0476,-0.1133,0.0469,-0.0889
ASML,us,2018-06-29,up,0.0203,1.2,False,False,True,False,-0.0191,0.0515,-0.1158,0.0132,-0.1191
ASML,us,2018-07-02,down,0.0112,2.39,True,False,False,False,0.0149,0.0612,-0.1041,-0.006,-0.1554
ASML,us,2018-07-18,up,0.0384,3.55,True,True,False,True,-0.0176,-0.0978,-0.1844,-0.071,-0.1757
ASML,us,2018-08-10,down,0.0164,0.77,False,False,False,False,-0.0198,-0.1068,-0.1221,-0.0735,-0.1343
ASML,us,2018-08-15,down,0.0162,1.39,False,False,False,False,0.0147,-0.1089,-0.1123,-0.0892,-0.1159
ASML,us,2018-08-27,up,0.0113,0.79,False,False,False,False,-0.1184,-0.096,-0.1421,-0.0011,-0.0306
ASML,us,2018-09-04,down,0.0187,1.1,False,False,False,False,-0.0685,-0.0573,-0.0779,0.0058,-0.0368
ASML,us,2018-09-06,down,0.0107,2.94,True,False,False,False,0.0194,0.0073,-0.0319,-0.0243,-0.0351
ASML,us,2018-09-12,down,0.021,3.7,True,False,False,False,0.0694,0.0134,-0.0061,-0.0776,-0.0489
ASML,us,2018-09-13,up,0.0207,2.73,True,False,False,True,0.033,0.0038,-0.0252,-0.0335,-0.0426
ASML,us,2018-10-10,down,0.0215,1.9,True,False,False,False,-0.0334,0.0223,-0.0181,0.0375,0.0264
ASML,us,2018-10-16,up,0.0152,1.08,False,False,False,False,-0.0264,-0.0299,-0.0501,0.0076,0.0453
ASML,us,2018-12-06,down,0.017,0.72,False,False,False,False,0.0018,-0.0009,0.0553,-0.025,0.1011
ASML,us,2019-01-03,down,0.0105,1.04,False,False,False,False,-0.01,0.1022,0.1278,0.1155,0.1609
ASML,us,2019-01-09,up,0.0139,0.84,False,False,False,False,0.0151,0.0644,0.1126,0.0355,0.1105
ASML,us,2019-01-24,up,0.0197,1.65,True,True,False,True,0.0472,0.0355,0.1105,-0.0285,0.0574
ASML,us,2019-01-25,up,0.0182,1.55,True,True,False,True,0.0073,0.0068,0.0552,-0.0294,0.0521
ASML,us,2019-02-06,up,0.0104,1.56,True,True,True,False,-0.0403,-0.0583,0.047,0.0339,0.0803
ASML,us,2019-03-15,up,0.0181,2.43,True,True,False,False,-0.0288,0.0205,0.023,0.0702,0.0365
ASML,us,2019-04-01,up,0.0124,1.01,False,False,False,True,0.0238,0.0689,0.0531,0.0253,0.0195
ASML,us,2019-04-03,up,0.0124,1.05,False,True,False,True,0.0178,0.037,0.0359,0.0117,-0.0155
ASML,us,2019-05-20,down,0.0273,2.03,True,False,False,False,0.0119,-0.0075,0.0911,0.064,0.098
ASML,us,2019-06-14,down,0.0196,0.76,False,False,False,False,0.065,0.032,0.2229,0.0819,0.1705
ASML,us,2019-06-20,up,0.0115,0.71,False,True,False,False,0.0264,0.0996,0.2014,0.068,0.1854
ASML,us,2019-06-28,up,0.0102,0.74,False,True,False,False,-0.0321,0.0819,0.1705,0.0794,0.207
ASML,us,2019-07-01,up,0.0153,1.15,False,True,False,False,-0.0603,0.0451,0.1402,0.0934,0.2252
ASML,us,2019-07-05,down,0.0141,0.81,False,False,False,False,0.0704,0.068,0.1854,-0.0202,0.1695
ASML,us,2019-07-17,up,0.04,3.46,True,True,False,True,0.0247,0.0054,0.1659,-0.003,0.1747
ASML,us,2019-08-29,up,0.0166,0.78,False,False,False,True,0.104,0.0948,0.1491,0.0556,0.0721
ASML,us,2019-09-04,up,0.0117,0.95,False,True,False,True,0.0751,0.0731,0.1218,0.0231,0.0968
ASML,us,2019-09-05,up,0.0363,2.03,True,True,False,True,0.0418,0.051,0.0861,0.0181,0.1077
ASML,us,2019-10-11,up,0.0138,1.76,True,True,False,False,-0.0026,-0.0102,0.0657,-0.0182,0.0145
ASML,us,2019-10-24,up,0.0105,0.76,False,False,False,True,-0.0115,-0.0208,0.0144,0.0248,0.0591
ASML,us,2019-11-15,up,0.0115,1.09,False,True,True,False,-0.0336,0.0407,0.0674,0.0764,0.0865
ASML,us,2019-12-04,up,0.0118,0.82,False,False,False,True,0.0569,0.0643,0.0852,-0.0168,0.0209
ASML,us,2019-12-06,up,0.0124,1.35,False,True,False,True,0.0246,0.0368,0.0638,-0.024,-0.0209
ASML,us,2020-01-02,up,0.0139,1.18,False,True,True,False,-0.0244,-0.0635,0.0749,0.0304,0.097
ASML,us,2020-01-27,down,0.0199,1.52,True,False,False,False,0.0548,0.0346,0.1698,0.0416,0.093
ASML,us,2020-01-29,up,0.0119,1.42,False,False,True,False,0.0389,0.0253,0.119,0.0231,0.092
ASML,us,2020-02-04,up,0.0186,1.03,False,False,False,True,0.0325,0.0572,0.0808,-0.0887,0.1109
ASML,us,2020-02-05,up,0.0127,1.31,False,True,False,True,0.0111,0.0323,0.061,-0.031,0.0833
ASML,us,2020-02-11,up,0.0107,0.9,False,True,False,False,-0.0231,0.0175,0.0897,0.1184,0.1675
ASML,us,2020-02-18,down,0.0137,0.84,False,False,False,False,0.0279,0.0201,0.1153,0.0568,0.1161
ASML,us,2020-02-24,down,0.0312,1.39,False,False,False,False,0.0582,0.1073,0.149,0.0558,0.1738
ASML,us,2020-03-09,down,0.0175,1.57,True,False,False,False,0.0657,0.0558,0.1738,-0.0191,0.1644
ASML,us,2020-03-12,down,0.0219,2.12,True,False,False,False,0.0871,0.0219,0.1477,-0.0202,0.1326
ASML,us,2020-03-24,up,0.0659,0.83,False,False,False,True,-0.0428,-0.0143,0.1039,0.0041,0.1933
ASML,us,2020-04-06,up,0.046,0.53,False,False,False,True,0.0059,-0.0116,0.1851,0.0257,0.1973
ASML,us,2020-04-14,up,0.0322,1.34,False,True,True,False,0.0069,0.0217,0.2604,0.0307,0.1832
ASML,us,2020-04-21,down,0.0133,0.67,False,False,False,False,-0.0171,0.0257,0.1973,0.1102,0.121
ASML,us,2020-05-01,down,0.0111,1.03,False,False,False,False,0.036,0.0903,0.208,0.1239,0.0675
ASML,us,2020-05-20,up,0.0178,1.36,False,True,False,False,0.0358,0.0521,0.0002,0.0497,-0.0563
ASML,us,2020-06-03,up,0.0114,0.94,False,True,False,False,0.0482,0.0624,-0.0343,0.0291,-0.0854
ASML,us,2020-06-08,down,0.0129,1.28,False,False,False,False,0.0778,0.1187,0.012,0.0073,-0.096
ASML,us,2020-06-17,up,0.0152,0.93,False,True,False,True,0.0136,0.0291,-0.0854,-0.0565,-0.0822
ASML,us,2020-07-06,up,0.0203,1.1,False,True,False,False,-0.0073,-0.0859,-0.0822,-0.075,-0.049
ASML,us,2020-07-24,down,0.0176,1.83,True,False,False,False,-0.047,-0.0459,-0.0222,-0.0202,0.0106
ASML,us,2020-07-29,down,0.0267,1.52,True,False,False,False,-0.0099,-0.0106,-0.0344,-0.037,0.0244
ASML,us,2020-09-01,up,0.0103,1.23,False,True,True,False,-0.0243,0.0009,0.0661,0.0674,0.1815
ASML,us,2020-10-09,up,0.0127,0.72,False,True,False,False,-0.0237,0.0389,0.1836,0.0957,0.3975
ASML,us,2020-10-12,up,0.014,1.11,False,True,False,False,-0.0421,0.0162,0.1812,0.1136,0.4226
ASML,us,2020-10-15,down,0.0192,1.02,False,False,False,False,0.0098,0.0554,0.24,0.0829,0.2806
ASML,us,2020-11-05,up,0.0221,1.34,False,False,False,True,0.0417,0.1103,0.2685,0.091,0.2791
ASML,us,2020-12-15,up,0.0111,1.02,False,False,False,True,0.0331,0.1322,0.0888,0.0955,0.1736
ASML,us,2021-01-14,up,0.0277,2.15,True,True,False,True,0.0029,0.0605,0.0606,0.0397,0.1277
ASML,us,2021-01-21,up,0.0133,1.6,True,True,True,False,-0.0319,0.0264,0.0199,-0.0445,0.0952
ASML,us,2021-01-27,down,0.0163,1.62,True,False,False,False,0.0387,0.0458,0.1621,-0.0485,0.0794
ASML,us,2021-03-22,up,0.0121,1.2,False,False,True,False,0.0558,0.0212,0.142,-0.0189,0.0458
ASML,us,2021-03-24,up,0.0118,2.0,True,False,True,False,0.0518,0.0545,0.089,-0.0159,0.0124
ASML,us,2021-04-21,up,0.013,1.79,True,True,False,False,-0.0172,-0.0224,0.0117,0.0301,0.1363
ASML,us,2021-05-04,down,0.0131,1.67,True,False,False,False,0.0139,0.0604,0.1537,0.0811,0.1514
ASML,us,2021-07-08,down,0.0128,1.28,False,False,False,False,0.0729,0.1545,0.0902,0.0606,0.0543
ASML,us,2021-07-21,up,0.0175,1.87,True,True,False,True,0.0931,0.0607,0.0579,0.0295,-0.0251
ASML,us,2021-09-27,down,0.0199,1.31,False,False,False,False,-0.1178,-0.0853,-0.11,0.1016,-0.0457
ASML,us,2021-09-28,down,0.0405,2.63,True,False,False,False,-0.0704,-0.0371,-0.0642,0.0976,-0.0277
ASML,us,2021-10-07,up,0.0102,1.1,False,False,True,False,0.0205,0.0774,-0.0222,0.0836,-0.0994
ASML,us,2021-10-14,up,0.0216,1.15,False,False,False,True,0.0091,0.0255,-0.119,-0.0373,-0.1517
ASML,us,2021-10-22,up,0.0111,1.02,False,False,True,False,0.0262,0.0381,-0.1258,-0.0862,-0.1688
ASML,us,2021-12-07,up,0.0293,1.09,False,False,False,False,-0.0208,-0.0786,-0.1888,-0.0626,-0.0947
ASML,us,2021-12-21,up,0.011,0.85,False,False,False,False,-0.0592,-0.0626,-0.0947,-0.0873,-0.0745
ASML,us,2022-01-10,down,0.0214,2.21,True,False,False,False,-0.0414,-0.0701,-0.0979,0.0029,-0.0555
ASML,us,2022-02-03,down,0.014,0.79,False,False,False,False,0.0283,-0.0476,-0.0468,0.025,-0.0901
ASML,us,2022-02-09,up,0.013,0.64,False,False,True,False,0.0293,-0.048,-0.0864,-0.0038,-0.0957
ASML,us,2022-02-15,up,0.0116,0.66,False,False,False,False,0.0168,0.0147,-0.081,-0.0062,-0.068
ASML,us,2022-03-04,down,0.0283,1.86,True,False,False,False,0.1122,0.0723,0.0179,-0.0945,-0.1136
ASML,us,2022-03-16,up,0.0317,1.39,False,False,False,True,-0.0041,-0.079,-0.0905,-0.07,-0.1036
ASML,us,2022-04-06,down,0.01,1.02,False,False,False,False,0.0054,-0.0229,-0.1664,-0.0348,-0.09
ASML,us,2022-04-20,up,0.0159,1.93,True,False,True,False,-0.0235,-0.042,-0.1105,0.0068,0.014
ASML,us,2022-04-25,down,0.0117,2.03,True,False,False,False,-0.0686,0.0047,-0.0244,0.0814,0.1059
ASML,us,2022-05-09,down,0.017,1.36,False,False,False,False,0.085,0.0814,0.1059,-0.0719,-0.0682
ASML,us,2022-05-13,up,0.0173,0.73,False,False,True,False,0.0302,-0.0333,-0.0152,-0.08,-0.0976
ASML,us,2022-05-17,up,0.0145,0.69,False,False,True,False,0.0005,-0.0289,-0.0225,-0.0808,-0.087
ASML,us,2022-05-27,up,0.0171,0.79,False,False,True,False,-0.057,-0.08,-0.0976,-0.1089,-0.0919
ASML,us,2022-06-10,down,0.0132,1.15,False,False,False,False,-0.0271,-0.1481,-0.1087,0.0258,-0.0776
ASML,us,2022-06-13,down,0.0325,1.68,True,False,False,False,-0.0259,-0.1089,-0.0919,0.0602,-0.0857
ASML,us,2022-06-16,down,0.0201,1.44,False,False,False,False,-0.0834,-0.0348,-0.0681,0.2078,0.0085
ASML,us,2022-06-21,up,0.0206,1.26,False,False,True,False,-0.1542,-0.0119,-0.0959,0.28,0.0493
ASML,us,2022-06-24,up,0.0223,1.08,False,False,False,False,-0.1329,0.0319,-0.09,0.2328,0.0741
ASML,us,2022-07-01,down,0.0133,1.76,True,False,False,False,0.0507,0.2078,0.0085,0.0944,-0.0946
ASML,us,2022-07-05,down,0.0235,2.77,True,False,False,False,0.1256,0.2397,0.0488,0.0444,-0.1115
ASML,us,2022-07-21,up,0.0152,1.81,True,True,False,True,0.0492,-0.0354,-0.1996,-0.1586,-0.1118
ASML,us,2022-08-09,down,0.0225,0.95,False,False,False,False,-0.0308,-0.0861,-0.0902,-0.0537,0.1373
ASML,us,2022-08-22,down,0.0249,0.91,False,False,False,False,-0.0418,-0.0448,0.1843,0.0185,0.2504
ASML,us,2022-09-01,down,0.0158,1.95,True,False,False,False,0.0177,-0.0208,0.2423,-0.1162,0.2747
ASML,us,2022-09-09,up,0.0246,1.16,False,False,True,False,-0.0381,-0.0291,0.216,0.0426,0.2701
ASML,us,2022-09-13,down,0.0225,1.32,False,False,False,False,-0.0085,-0.0656,0.2761,0.0624,0.2771
ASML,us,2022-10-04,up,0.0465,1.89,True,False,False,False,-0.1241,0.0048,0.1701,0.4282,0.5797
ASML,us,2022-10-07,down,0.0277,1.32,False,False,False,False,0.0327,0.0453,0.2558,0.229,0.3245
ASML,us,2022-11-04,up,0.0169,0.91,False,False,False,True,0.2131,0.2199,0.3734,-0.0054,0.0731
ASML,us,2022-11-08,up,0.0116,1.31,False,True,False,True,0.1371,0.1649,0.2396,0.0042,0.056
ASML,us,2022-11-10,up,0.032,1.95,True,True,False,True,0.036,0.0694,0.1392,-0.0245,0.0801
ASML,us,2022-12-13,up,0.0124,1.33,False,True,True,False,-0.0951,0.0466,0.0016,0.1783,0.1574
ASML,us,2023-01-09,up,0.0236,1.35,False,False,False,True,0.0465,0.0243,0.0159,-0.0622,-0.0854
ASML,us,2023-01-30,down,0.0127,1.09,False,False,False,False,0.0,-0.0372,-0.0746,-0.0213,-0.0183
ASML,us,2023-02-06,down,0.0105,0.67,False,False,False,False,-0.0224,-0.0516,-0.0377,0.0162,0.0234
ASML,us,2023-03-30,up,0.0125,0.9,False,True,False,False,-0.0372,-0.0891,-0.0098,-0.0231,0.0059
ASML,us,2023-04-17,down,0.0262,1.73,True,False,False,False,-0.0069,0.0313,0.0881,0.1353,0.0218
ASML,us,2023-04-19,down,0.0138,2.37,True,False,False,False,0.0356,0.0757,0.1208,0.1112,0.0025
ASML,us,2023-05-10,up,0.0125,0.81,False,False,True,False,0.0189,0.0563,-0.0382,-0.0111,-0.0769
ASML,us,2023-05-24,down,0.0118,1.42,False,False,False,False,0.036,-0.0111,-0.0769,-0.0425,-0.1272
ASML,us,2023-05-25,up,0.0342,2.25,True,True,False,True,-0.0264,-0.056,-0.1163,-0.0482,-0.1093
ASML,us,2023-07-06,down,0.0151,1.37,False,False,False,False,-0.0616,-0.0449,-0.1321,-0.0098,-0.0686
ASML,us,2023-07-12,up,0.0175,1.42,False,False,False,False,-0.0772,-0.0696,-0.1508,0.0191,-0.0787
ASML,us,2023-07-13,up,0.0133,1.29,False,True,False,False,-0.0633,-0.087,-0.1614,-0.0486,-0.1131
ASML,us,2023-07-20,down,0.0215,2.44,True,False,False,False,0.0168,-0.0098,-0.0686,-0.0334,-0.0518
ASML,us,2023-07-27,up,0.0194,1.12,False,False,False,False,-0.0261,-0.0486,-0.1131,-0.0728,-0.0281
ASML,us,2023-08-02,down,0.0136,0.77,False,False,False,False,-0.0303,-0.0217,-0.0586,-0.0623,-0.0066
ASML,us,2023-09-07,down,0.0265,1.45,False,False,False,False,-0.0604,-0.0456,0.0524,0.0211,0.2044
ASML,us,2023-09-15,down,0.0165,2.75,True,False,False,False,0.0224,0.032,0.1514,0.0416,0.1817
ASML,us,2023-10-10,up,0.0112,0.94,False,False,False,False,0.0228,0.0539,0.0899,0.0722,0.1336
ASML,us,2023-11-02,up,0.03,1.28,False,True,False,True,0.0332,0.0305,0.2521,0.0592,0.2483
ASML,us,2023-11-14,up,0.0179,1.07,False,True,False,True,0.005,0.0401,0.2572,0.0493,0.2518
ASML,us,2024-01-02,down,0.0287,1.58,True,False,False,False,-0.0057,0.1916,0.2459,0.2445,0.2677
ASML,us,2024-01-03,down,0.0105,1.08,False,False,False,False,0.0421,0.2226,0.2969,0.1975,0.2227
ASML,us,2024-01-18,up,0.0161,2.83,True,False,False,True,0.1694,0.1975,0.2227,0.0663,-0.0204
ASML,us,2024-01-24,up,0.0614,6.08,True,True,False,True,0.0641,0.0798,-0.0071,0.1022,-0.05
ASML,us,2024-02-13,down,0.0124,0.74,False,False,False,False,0.0154,0.0282,-0.0427,0.0001,-0.0457
ASML,us,2024-02-22,up,0.0358,1.37,False,True,False,True,0.086,0.0087,-0.0727,-0.0749,-0.1047
ASML,us,2024-03-11,down,0.0123,1.23,False,False,False,False,-0.0029,0.0093,0.035,-0.0519,0.0232
ASML,us,2024-03-21,up,0.0141,1.0,False,False,True,False,-0.0041,-0.0807,0.0168,-0.0639,0.0096
ASML,us,2024-04-17,down,0.015,3.54,True,False,False,False,-0.058,-0.0234,0.0489,0.0883,-0.0696
ASML,us,2024-05-03,up,0.0122,0.83,False,False,False,True,-0.0096,0.0385,-0.0399,0.1045,-0.0776
ASML,us,2024-06-05,up,0.0469,2.86,True,True,False,True,-0.014,-0.0089,-0.1881,-0.1547,-0.2666
ASML,us,2024-06-12,up,0.0161,0.99,False,True,True,False,-0.0507,-0.0224,-0.3098,-0.1323,-0.2628
ASML,us,2024-07-17,down,0.0761,4.37,True,False,False,False,0.0178,-0.0309,-0.1412,-0.0655,-0.296
ASML,us,2024-07-24,down,0.0102,1.39,False,False,False,False,0.0018,0.0474,-0.275,-0.1084,-0.2937
ASML,us,2024-07-31,up,0.0258,1.48,False,False,True,False,-0.0482,-0.0655,-0.296,-0.1185,-0.327
ASML,us,2024-08-02,down,0.0496,1.99,True,False,False,False,0.0949,0.059,-0.2177,-0.1412,-0.3511
ASML,us,2024-09-04,down,0.0225,1.97,True,False,False,False,-0.0481,-0.0102,-0.2621,-0.1728,-0.1725
ASML,us,2024-09-19,up,0.0139,1.09,False,False,True,False,0.0076,-0.1771,-0.1917,-0.1916,-0.2012
ASML,us,2024-09-20,down,0.0146,1.72,True,False,False,False,0.0391,-0.1193,-0.1574,-0.1847,-0.1923
ASML,us,2024-09-26,up,0.0151,0.97,False,False,True,False,-0.0284,-0.1783,-0.2067,-0.2199,-0.1146
ASML,us,2024-10-18,up,0.0132,1.88,True,False,False,False,-0.0418,-0.0892,0.0243,-0.0026,0.0383
ASML,us,2024-10-30,down,0.0115,1.13,False,False,False,False,-0.0449,-0.052,0.0011,0.047,0.1115
ASML,us,2024-11-14,up,0.0265,1.85,True,False,True,False,-0.0247,0.0187,0.0926,0.0344,0.0455
ASML,us,2024-11-15,down,0.0168,1.5,False,False,False,False,0.0497,0.0609,0.0991,-0.0,0.0154
ASML,us,2025-01-06,up,0.0447,1.99,True,True,False,True,-0.021,-0.0486,-0.0915,-0.0353,-0.0339
ASML,us,2025-01-23,down,0.0237,1.25,False,False,False,False,-0.0039,0.0061,-0.0064,0.0429,-0.0028
ASML,us,2025-01-27,down,0.0531,3.02,True,False,False,False,0.069,0.0688,0.0594,0.0105,0.0157
ASML,us,2025-01-29,up,0.0161,2.56,True,False,False,True,0.0607,0.0089,0.0346,0.0046,-0.0013
ASML,us,2025-03-10,down,0.0231,1.42,False,False,False,False,0.0383,-0.0009,0.0245,-0.0409,0.009
ASML,us,2025-03-31,down,0.0103,1.15,False,False,False,False,0.0517,0.0174,0.1111,0.0503,0.0353
ASML,us,2025-04-03,down,0.0149,1.96,True,False,False,False,0.0464,0.0551,0.1181,0.0435,-0.0071
ASML,us,2025-04-16,down,0.0348,1.83,True,False,False,False,-0.0091,0.0748,0.1132,0.0497,-0.0605
ASML,us,2025-04-23,up,0.0142,0.82,False,False,False,True,0.0197,0.0352,-0.0807,0.0108,-0.127
ASML,us,2025-05-02,up,0.0155,0.57,False,True,False,True,0.0353,0.0356,-0.075,0.022,-0.076
ASML,us,2025-05-12,up,0.0266,1.7,True,True,False,True,-0.0052,0.0119,-0.1347,0.0472,-0.1041
ASML,us,2025-05-27,up,0.019,1.16,False,False,False,False,0.0171,0.0472,-0.1041,-0.019,-0.078
ASML,us,2025-06-13,down,0.012,1.37,False,False,False,False,0.0151,0.0363,-0.0508,-0.1293,0.1117
ASML,us,2025-07-16,down,0.0655,5.68,True,False,False,False,-0.0577,-0.0291,0.2248,0.0481,0.3748
ASML,us,2025-07-28,up,0.0215,0.94,False,False,False,False,-0.0078,0.0275,0.3509,0.0935,0.3659
ASML,us,2025-07-31,down,0.0111,1.13,False,False,False,False,0.0667,0.0723,0.4127,0.0584,0.3058
ASML,us,2025-08-07,up,0.0205,0.67,False,False,False,True,0.026,0.0725,0.4062,0.2204,0.3116
ASML,us,2025-09-02,down,0.017,1.44,False,False,False,False,0.1794,0.2904,0.3274,0.1131,0.2318
ASML,us,2025-09-05,up,0.0123,1.42,False,True,False,True,0.1642,0.2837,0.3403,0.1031,0.1434
ASML,us,2025-09-15,up,0.0222,2.01,True,True,False,True,0.1029,0.1293,0.2474,0.0687,0.0654
ASML,us,2025-09-18,up,0.0438,2.13,True,True,False,True,0.097,0.0986,0.1347,0.03,0.0057
ASML,us,2025-09-22,up,0.0159,1.19,False,True,False,False,0.0821,0.0814,0.1074,0.0069,0.0089
ASML,us,2025-10-02,up,0.0164,1.01,False,True,False,False,0.0026,0.03,0.0057,-0.0152,0.1947
ASML,us,2025-11-26,up,0.0302,1.1,False,False,False,True,0.0647,0.0119,0.4455,0.1294,0.2523
ASML,us,2026-01-02,up,0.049,2.31,True,True,False,True,0.1549,0.2206,0.1819,0.0592,0.0774
ASML,us,2026-01-05,up,0.0328,2.62,True,True,False,True,0.0944,0.1339,0.1532,0.0962,0.027
ASML,us,2026-01-15,up,0.0446,1.89,True,True,False,True,0.069,0.0729,0.1358,0.0098,-0.0549
ASML,us,2026-03-03,down,0.0267,1.32,False,False,False,False,0.0348,0.012,0.0703,0.0204,0.2675
ASML,us,2026-04-01,up,0.0167,1.03,False,False,True,False,-0.0333,-0.0362,0.2541,0.0593,
AVGO,us,2018-03-12,up,0.021,1.83,True,True,False,False,0.0007,-0.0303,0.0173,-0.07,0.023
AVGO,us,2018-06-08,down,0.0114,2.38,True,False,False,False,0.0282,-0.0314,-0.1844,-0.1854,-0.1289
AVGO,us,2018-07-12,down,0.1333,8.59,True,False,False,False,0.0487,0.011,0.1369,-0.0875,0.0511
AVGO,us,2018-12-03,up,0.0134,1.17,False,True,True,False,0.129,0.0847,0.1413,-0.0142,0.0587
AVGO,us,2018-12-06,down,0.0187,1.81,True,False,False,False,0.1597,0.1101,0.1729,-0.0019,0.0631
AVGO,us,2018-12-11,up,0.0129,1.59,True,True,False,False,0.0784,0.0357,0.0412,0.0002,0.0494
AVGO,us,2019-03-15,up,0.0413,4.87,True,True,False,True,0.041,0.0704,-0.0417,-0.0004,-0.106
AVGO,us,2019-05-20,down,0.0293,2.61,True,False,False,False,-0.0132,-0.0097,0.0011,0.0604,0.0141
AVGO,us,2019-05-23,down,0.0129,1.75,True,False,False,False,0.0373,0.0164,0.041,-0.027,-0.0091
AVGO,us,2019-06-14,down,0.0336,2.73,True,False,False,False,0.075,0.0499,0.0821,0.0193,-0.0247
AVGO,us,2019-07-01,up,0.0243,1.19,False,True,True,False,-0.0679,-0.0197,-0.0847,0.0226,-0.0059
AVGO,us,2019-07-03,down,0.0174,1.3,False,False,False,False,0.0171,0.0148,-0.0221,-0.0255,-0.0177
AVGO,us,2019-08-05,down,0.0133,1.33,False,False,False,False,0.0116,-0.0005,0.0132,0.0067,0.0803
AVGO,us,2019-08-29,up,0.0168,0.79,False,False,True,False,-0.0046,-0.038,0.0538,-0.0121,0.0455
AVGO,us,2019-09-05,up,0.0141,1.04,False,True,False,False,-0.0123,-0.028,0.0363,0.0064,0.0364
AVGO,us,2019-10-23,down,0.0129,1.08,False,False,False,False,0.0931,0.0755,-0.0001,-0.0223,-0.0717
AVGO,us,2019-11-19,up,0.0103,1.56,True,True,True,False,-0.0236,0.0061,-0.0968,-0.0155,-0.0743
AVGO,us,2020-02-24,down,0.0115,1.63,True,False,False,False,-0.001,-0.0208,0.0376,0.0649,0.1257
AVGO,us,2020-03-24,up,0.0271,1.22,False,False,False,True,0.1,0.074,0.2157,-0.029,0.0756
AVGO,us,2020-04-21,down,0.0121,0.75,False,False,False,False,0.0214,0.0288,0.0901,0.0778,0.0535
AVGO,us,2020-05-18,up,0.0149,1.17,False,False,False,True,0.0453,0.0751,0.0834,0.0645,0.0182
AVGO,us,2020-05-26,up,0.0149,1.12,False,True,False,True,0.0455,0.0672,0.0468,0.034,0.0816
AVGO,us,2020-06-11,down,0.0195,1.75,True,False,False,False,0.0353,0.0375,0.1037,-0.0539,0.0813
AVGO,us,2020-10-28,down,0.0121,1.47,False,False,False,False,-0.0092,0.0154,0.1675,0.0626,0.1745
AVGO,us,2021-01-27,down,0.0107,1.4,False,False,False,False,0.0152,0.0069,-0.0603,-0.0436,-0.1153
AVGO,us,2021-10-14,up,0.0112,1.1,False,False,False,True,0.0285,0.0681,0.2006,0.0307,0.0638
AVGO,us,2021-12-10,up,0.048,2.74,True,True,False,True,0.0569,-0.0027,0.04,-0.1182,-0.0379
AVGO,us,2022-06-13,down,0.0125,1.14,False,False,False,False,-0.0485,-0.0762,-0.0751,0.0053,-0.0209
AVGO,us,2022-06-21,up,0.0134,0.79,False,False,True,False,-0.0638,-0.0366,-0.0473,0.0515,-0.01
AVGO,us,2022-09-02,up,0.0102,2.04,True,False,True,False,0.0086,-0.0177,0.0393,-0.0693,0.1129
